listing_name,listing_price,listing_shipping_price,listing_color,listing_brand,keyword_brand_new,keyword_in_box,keyword_authentic,keyword_rare,keyword_limEdit,keyword_deadstock,keyword_classic,keyword_retro,keyword_vintage,keyword_OG,keyword_lifestyle,keyword_casual,keyword_athletic,keyword_running,keyword_basketball,keyword_low,keyword_mid,keyword_high,keyword_shoes,keyword_sneakers
men new balance mw813bk walking leather (medium d) black 100% authentic new,$75.67,$0,Black,New Balance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
men’s new balance 327 grey white black size 8 d casual shoes ms327gdy,$109.95,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
men’s new balance 997 running shoes made in usa black white size 5 m997bbk,$139.99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
men’s nib new balance training black 608 size 8 extra wide 4e mx608rb5,$40,$21.15,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
men’s sneakers size 8 new balance classics 801 purple/black/yellow ml801f0,$85,$8,Black,New Balance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
men's 10d new balance roav haze fresh foam running shoes-new in box,$59.9,$0,Black,New Balance,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
men's new balance 1080 v10 black running shoe *m1080k10,$99.99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mens new balance 1080v9 running shoes--11--purple/blk/white,$69,$11.35,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
men's new balance 1540v3 running shoe marblehead/blk wide and extra wide widths,$152.99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"men's new balance 327 rain cloud with black (ms327lu1), sz 8.0 - 11.0",$99.99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
men's new balance 460 v2 running shoes sneakers size 9 10 nib course trail,$39.99,$10.3,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
men's new balance 550 sport white green black bb550le1 size 10,$149.99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mens new balance 574 classic ml574ws2 black/white/gum shoes c1,$93.99,$12.35,Black,New Balance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
mens new balance 574 outdoor pack size 11 ml574otd classic old school shoes,$59.99,$9.1,Black,New Balance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
men's new balance 860 fresh foam x v11 running - m860b11 - black/white,$199.99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"mens new balance 860v11 stability running sneakers, size 9 black grey m860a11",$99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
men's new balance arishi v2 fresh foam running shoes - free ship! limited inv!,$49.99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
men's new balance black & munsell white 200 slipper- size 15,$29.99,$10.35,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"men's new balance classics 801 all terrain trail/ hiking shoes size8 10,10",$100,$15,Black,New Balance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
mens new balance fresh foam running course shoe size 10 (mtmpobr) blk/multi,$65,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
