listing_name,listing_url,listing_price,listing_shipping_price,listing_authenticity,listing_Seller,listing_Seller_url,listing_Seller_rating,listing_brand,listing_color,listing_model,listing_size
**new adidas originals nmd_r1 primeblue wonder white blue | size 9 | gx8375,https://www.ebay.com/itm/284494642241?hash=item423d33bc41:g:e18AAOSw49NhbkJL,129.97,0,Authenticity Guarantee,knzapparel,https://www.ebay.com/usr/knzapparel?_trksid=p2047675.l2559,99.8% Positive feedback,adidas,Blue,NMD,9
**new men's adidas adizero boston 10 blue white running | size 10 | fz2498 nwb,https://www.ebay.com/p/22044905490?iid=284469171283,139.97,0,Authenticity Guarantee,,,,adidas,Blue,Adizero,10
**new men's adidas adizero boston 10 blue white running | size 11 | fz2498 nwb,https://www.ebay.com/p/2315952912?iid=284460685284,139.97,0,Authenticity Guarantee,,,,adidas,Blue,Adizero,11
**new men's adidas adizero boston 10 blue white running | size 12 | fz2498 nwb,https://www.ebay.com/p/8044910472?iid=284458491543,139.97,0,Authenticity Guarantee,,,,adidas,Blue,Adizero,12
**new men's adidas adizero boston white red running | size 10 | fy4079 nwb,https://www.ebay.com/itm/284501972038?hash=item423da39446:g:nswAAOSwHetg~MnM,129.97,0,Authenticity Guarantee,knzapparel,https://www.ebay.com/usr/knzapparel?_trksid=p2047675.l2559,99.8% Positive feedback,adidas,Red,Adizero,10
**new** adidas am4 mls ef2302 black red white speedfactory sneakers size 7,https://www.ebay.com/p/28039801380?iid=284478747886,119.95,0,Authenticity Guarantee,,,,adidas,Red,,7
**rare new men's adidas nmd r1 | white pink green | size 10 | gx5372 nwb,https://www.ebay.com/p/16048574216?iid=124824723866,159.95,0,Authenticity Guarantee,,,,adidas,Black,NMD,10
**ships now** new ds nike jordan 1 mid banned bred size 11 black red 554724-074,https://www.ebay.com/p/7046949381?iid=284117580772,199.99,10,Authenticity Guarantee,,http://www.ebay.com/usr/lucasfindingtreasures4u?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,11
*brand new* adidas hoops 2.0 mid shoes men's size 8 red and black,https://www.ebay.com/itm/255187002541?hash=item3b6a54a4ad:g:MtUAAOSwYcVhbzHp,65,15,,nenokz,https://www.ebay.com/usr/nenokz?_trksid=p2047675.l2559,100% Positive feedback,adidas,Red,,8
*brand new* new balance 550 x aime leon dore evergreen - size 9 bb550ald,https://www.ebay.com/p/13045632722?iid=165134208302,240,0,Authenticity Guarantee,,,,New_Balance,White,500,9
*dead stock* new balance 997 sport navy/neon size 9,https://www.ebay.com/itm/164238535675?hash=item263d612bfb:g:-TMAAOSwS7xe4CEx,135,13.85,Authenticity Guarantee,88vintage,,100% Positive feedback,New_Balance,Blue,700,9
*dead stock* new balance 997h black/grey size 10,https://www.ebay.com/itm/224123972890?hash=item342ed46d1a:g:LiYAAOSwVV1fPVvY,135,15.3,Authenticity Guarantee,88vintage,https://www.ebay.com/usr/88vintage?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Black,700,10
*dead stock* new balance 997lbl - blue/yellow - size 7 made in usa (limited edt),https://www.ebay.com/itm/164009467139?hash=item262fb9dd03:g:9p8AAOSwVqpfMIz4,150,16.5,Authenticity Guarantee,88vintage,https://www.ebay.com/usr/livindadream22?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Blue,700,7
*dead stock* new balance cm997hax grey/navy size 9,https://www.ebay.com/p/25043977994?iid=164329023505,135,15.3,Authenticity Guarantee,,https://www.ebay.com/usr/miguelacosta711?_trksid=p2047675.l2559,,New_Balance,Blue,700,9
*in hand* new balance 550 aime leon dore white grey bb550ale mens size 13,https://www.ebay.com/p/3045639212?iid=224645817061,239,0,,,,,New_Balance,White,500,13
*in hand* new balance p550 aime leon dore evergreen bb550ald mens size 10,https://www.ebay.com/p/21045635250?iid=403229450247,218,10.35,Authenticity Guarantee,,,,New_Balance,White,500,10
*new ds* nike air jordan 1 retro high '85 og varsity red bq4422-600 sz: 8.5 - 9,https://www.ebay.com/p/3039840238?iid=144243725184&var=443547916591,530,0,Authenticity Guarantee,,http://www.ebay.com/usr/betterhalfkicks?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,
*new in box* stray rats new balance 574 red size 12,https://www.ebay.com/itm/373702366508?hash=item570265952c:g:M~wAAOSw329hLBMZ,110,0,Authenticity Guarantee,high5sportscards,https://www.ebay.com/usr/high5sportscards?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Red,400,12
*new* adidas court vision 2 red white blue men basketball shoes fy9378 size 10,https://www.ebay.com/p/12043402131?iid=333905053672,88.27,0,,,,,adidas,Blue,Court,10
*new* adidas court vision 2 red white blue men basketball shoes fy9378 size 12,https://www.ebay.com/p/19043412699?iid=333905059654,88.27,0,,,,,adidas,Blue,Court,12
*new* adidas men's crazy bounce basketball shoe b72768 red white 8,https://www.ebay.com/itm/233001086990?hash=item363ff2700e:g:7wUAAOSwmMNb558P,45.99,9.99,,sportcash,https://www.ebay.com/usr/sportcash?_trksid=p2047675.l2559,100% Positive feedback,adidas,Red,Bounce,
*new* adidas u path run scarlet & white shoes (size: 10 mens),https://www.ebay.com/itm/154583301056?hash=item23fde1fbc0:g:9mUAAOSwb0VhJegB,60,5,,d23_closet,https://www.ebay.com/usr/d23_closet?_trksid=p2047675.l2559,100% Positive feedback,adidas,Red,,
*new* ds nike air jordan 1 high retro og pollen us 11.5 555088-701 black yellow,https://www.ebay.com/p/6043564723?iid=154647819849,215,13.55,Authenticity Guarantee,,http://www.ebay.com/usr/penny_collector?_trksid=p2349526.m4383.c10,95.5% Positive feedback,Air_Jordan,Black,,
"*new* men adidas originals 3mc core black (b22713), sz 8.0",https://www.ebay.com/p/15039794089?iid=223557700135&var=522305533379,48,0,,,,,adidas,Black,,
"*new* men adidas originals 3mc core black (b22713),size8.0",https://www.ebay.com/p/15039794089?iid=223557700135&var=522305533379,48,0,,,,,adidas,Black,,
"*new* men adidas originals continental 80 (b41680), sz 13.0, 100% authentic",https://www.ebay.com/p/20039797147?iid=223572482730&var=522317851053,68,0,,,,,adidas,White,,
"*new* men adidas originals continental 80 (b41680),size13.0, 100% authentic",https://www.ebay.com/p/20039797147?iid=223572482730&var=522317851053,68,0,,,,,adidas,White,,
"*new* men adidas originals crazy 1 adv black (b37562), sz 8.0 - 10",https://www.ebay.com/p/15039795769?iid=223566714790&var=522312556381,85,0,,,,,adidas,Black,,
"*new* men adidas originals crazy 1 adv black (b37562),size8.0 - 10",https://www.ebay.com/p/15039795769?iid=223566714790&var=522312556381,85,0,,,,,adidas,Black,,
"*new* men adidas originals eqt bask adv navy blue (cq2996), sz 12.0",https://www.ebay.com/p/7039798022?iid=224635864738&var=523463383325,99.99,0,,,,,adidas,Blue,,
"*new* men adidas originals eqt bask adv navy blue (cq2996),size12.0",https://www.ebay.com/p/7039798022?iid=224635864738&var=523463383325,99.99,0,,,,,adidas,Blue,,
"*new* men adidas originals f/1.4 pk red (bz0614), sz 7 - 13.0",https://www.ebay.com/p/16039790077?iid=223897833063&var=522645436118,59.99,0,,,,,adidas,Red,,
"*new* men adidas originals f/1.4 pk red (bz0614),size7 - 13.0",https://www.ebay.com/p/16039790077?iid=223897833063&var=522645436118,59.99,0,,,,,adidas,Red,,
"*new* men adidas originals nmd_r1 black/green/red (ef4260), sz 7.0 - 11.0",https://www.ebay.com/p/10039798494?iid=223854804890&var=522592038157,78.67,0,,,,,adidas,Red,NMD,
"*new* men adidas originals nmd_r1 black/green/red (ef4260),size7.0 - 11.0",https://www.ebay.com/p/10039798494?iid=223854804890&var=522592038157,78.67,0,,,,,adidas,Red,,
"*new* men adidas originals nmd_r1 core black / gold (fv1787), sz 6.0 / 7",https://www.ebay.com/p/15039797484?iid=224533027270&var=523316066374,86.24,0,,,,,adidas,White,NMD,
"*new* men adidas originals nmd_r1 core black / gold (fv1787),size6.0 / 7",https://www.ebay.com/p/15039797484?iid=224533027270&var=523316066374,86.24,0,,,,,adidas,White,,
"*new* men adidas originals nmd_r1 shoes scarlet / white (h01916), sz 8.0 - 13.0",https://www.ebay.com/p/27045619478?iid=224388548915&var=523468228098,99.99,0,,,,,adidas,Red,NMD,
"*new* men adidas originals nmd_r1 shoes scarlet / white (h01916),size8.0 - 13.0",https://www.ebay.com/p/27045619478?iid=224388548915&var=523468228098,99.99,0,,,,,adidas,Red,,
"*new* men adidas originals seeley black (ee6136), sz 10.0 / 11.0",https://www.ebay.com/itm/224145198826?hash=item3430184eea:g:enIAAOSwqxxhDXqU&var=522928133198,69,0,,denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,adidas,Black,,
"*new* men adidas originals seeley black (ee6136),size10.0 / 11.0",https://www.ebay.com/itm/224145198826?hash=item3430184eea:g:enIAAOSwqxxhDXqU&var=522928133198,69,0,,denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,adidas,Black,,
"*new* men adidas originals superstar white / true blue (h68093), sz 8.0 / 8",https://www.ebay.com/p/19045633213?iid=224408284871&var=523244283097,85,0,,,,,adidas,White,Superstar,
"*new* men adidas originals superstar white / true blue (h68093),size8.0 / 8",https://www.ebay.com/p/19045633213?iid=224408284871&var=523244283097,85,0,,,,,adidas,White,,
"*new* men adidas originals tubular instinct boost black (by3611), sz 8.0 / 8",https://www.ebay.com/p/27039837538?iid=224469687962&var=523252758607,125,0,Authenticity Guarantee,,,,adidas,Black,Tubular,
"*new* men adidas originals tubular instinct boost black (by3611),size8.0 / 8",https://www.ebay.com/p/27039837538?iid=224469687962&var=523252758607,125,0,Authenticity Guarantee,,,,adidas,Black,,
"*new* men adidas originals tubular invader strap red (bb5039), sz 5.0 - 11",https://www.ebay.com/p/23039895724?iid=223899166589&var=522646452285,44.11,0,,,,,adidas,Red,Tubular,
"*new* men adidas originals tubular invader strap red (bb5039),size5.0 - 11",https://www.ebay.com/p/23039895724?iid=223899166589&var=522646452285,44.11,0,,,,,adidas,Red,,
*new* men adidas originals tubular radial cny black sneakers ba7780 us size 8,https://www.ebay.com/p/11039791655?iid=174418276870,90,15,,,,,adidas,Black,Tubular,8
"*new* men adidas originals tubular radial pk white (s76714), sz 4.0",https://www.ebay.com/p/21044375793?iid=223897694326&var=522645319428,38.22,0,,,,,adidas,White,Tubular,
"*new* men adidas originals tubular radial pk white (s76714),size4.0",https://www.ebay.com/p/21044375793?iid=223897694326&var=522645319428,38.22,0,,,,,adidas,White,,
"*new* men adidas originals yung-96 blue (db2606), sz 5.0 - 13.0",https://www.ebay.com/p/26039844990?iid=223492182119&var=522247149785,52,0,,,,,adidas,Blue,Yung,
"*new* men adidas originals yung-96 blue (db2606),size5.0 - 13.0",https://www.ebay.com/p/26039844990?iid=223492182119&var=522247149785,52,0,,,,,adidas,Blue,,
"*new* men adidas originals zx 1k boost shoes cloud white (fx6510), sz 8.0 - 13.0",https://www.ebay.com/itm/224399703634?hash=item343f43be52:g:kSkAAOSw52phDWAu&var=523185158562,78.88,0,,denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,adidas,White,ZX,
"*new* men adidas originals zx 1k boost shoes cloud white (fx6510),size8.0 - 13.0",https://www.ebay.com/itm/224399703634?hash=item343f43be52:g:kSkAAOSw52phDWAu&var=523185158562,78.88,0,,denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,adidas,White,,
"*new* men adidas running x9000l4 core black (fw4910), sz 8 - 12.0",https://www.ebay.com/p/9039840498?iid=224145070256&var=522928040209,95,0,,,,,adidas,Black,,
"*new* men adidas running x9000l4 core black (fw4910),size8 - 12.0",https://www.ebay.com/p/9039840498?iid=224145070256&var=522928040209,95,0,,,,,adidas,Black,,
"*new* men adidas speed trainer 2 slt black (b54347), sz 8.0 -12.0",https://www.ebay.com/p/22039800276?iid=223897804126&var=522645403554,59,0,,,,,adidas,Black,,
"*new* men adidas speed trainer 2 slt black (b54347),size8.0 -12.0",https://www.ebay.com/p/22039800276?iid=223897804126&var=522645403554,59,0,,,,,adidas,Black,,
"*new* men adidas ultraboost x parley (cg3673), sz 5.0 - 8, 100% authentic",https://www.ebay.com/p/2315420443?iid=223534493846&var=522286271864,105,0,Authenticity Guarantee,,,,adidas,Black,Ultra Boost,
"*new* men adidas ultraboost x parley (cg3673),size5.0 - 8, 100% authentic",https://www.ebay.com/p/2315420443?iid=223534493846&var=522286271864,105,0,Authenticity Guarantee,,,,adidas,Black,,
"*new* mens adidas a3 twinstrike running white (ba7234), sz 7",https://www.ebay.com/p/27039786152?iid=223561356121&var=522308253447,54.21,0,,,,,adidas,White,,
"*new* mens adidas a3 twinstrike running white (ba7234),size7",https://www.ebay.com/p/27039786152?iid=223561356121&var=522308253447,54.21,0,,,,,adidas,White,,
"*new* mens adidas adiease casual sneakers burgundy (by4026), sz 9",https://www.ebay.com/itm/224569846623?hash=item344967eb5f:g:sbsAAOSwyvBhFYU9&var=523361775162,49.99,0,,denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,adidas,Red,,
"*new* mens adidas adiease casual sneakers burgundy (by4026),size9",https://www.ebay.com/itm/224569846623?hash=item344967eb5f:g:sbsAAOSwyvBhFYU9&var=523361775162,49.99,0,,denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,adidas,Red,,
"*new* mens adidas originals adiease x gasius (by4519), sz 8.0",https://www.ebay.com/p/6050296654?iid=223718161590&var=523159837817,39.99,0,,,,,adidas,White,,
"*new* mens adidas originals adiease x gasius (by4519),size8.0",https://www.ebay.com/p/6050296654?iid=223718161590&var=523159837817,39.99,0,,,,,adidas,White,,
"*new* mens adidas originals nmd_xr1 pk black (s77195), sz 8.0",https://www.ebay.com/p/24039794213?iid=223615455505&var=522351873939,130,0,Authenticity Guarantee,,,,adidas,Black,NMD,
"*new* mens adidas originals nmd_xr1 pk black (s77195),size8.0",https://www.ebay.com/p/24039794213?iid=223615455505&var=522351873939,130,0,Authenticity Guarantee,,,,adidas,Black,,
"*new* mens adidas originals sobakov black (bd7549), sz 7 / 8.0",https://www.ebay.com/p/9039795997?iid=223542091482&var=522293460030,72,0,,,,,adidas,Black,,
"*new* mens adidas originals sobakov black (bd7549),size7 / 8.0",https://www.ebay.com/p/9039795997?iid=223542091482&var=522293460030,72,0,,,,,adidas,Black,,
"*new* men's adidas originals superstar wh/wh/wh (eg4960), sz 9, 100% authentic!!",https://www.ebay.com/p/17039803424?iid=224502343944,82.99,0,,,,,adidas,White,Superstar,
"*new* men's adidas originals superstar wh/wh/wh (eg4960),size9, 100% authentic!!",https://www.ebay.com/p/17039803424?iid=224502343944,82.99,0,,,,,adidas,White,,
"*new* mens adidas originals tubular radial (aq6725), sz 10-12.0,100% authentic",https://www.ebay.com/p/19039798974?iid=223561398563&var=522308288812,39.99,0,,,,,adidas,Blue,Tubular,
"*new* mens adidas originals tubular radial (aq6725),size10-12.0,100% authentic",https://www.ebay.com/p/19039798974?iid=223561398563&var=522308288812,39.99,0,,,,,adidas,Blue,,
"*new* mens adidas skateboarding adi-ease black (bb8503), sz 7.0 - 12.0",https://www.ebay.com/itm/223683694155?hash=item3414964e4b:g:z0QAAOSwNf9djkpM&var=522404112715,64,0,,denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,adidas,Black,,
"*new* mens adidas skateboarding adi-ease black (bb8503),size7.0 - 12.0",https://www.ebay.com/itm/223683694155?hash=item3414964e4b:g:z0QAAOSwNf9djkpM&var=522404112715,64,0,,denim_n_jeans,https://www.ebay.com/usr/denim_n_jeans?_trksid=p2047675.l2559,99.7% Positive feedback,adidas,Black,,
"*new* mens adidas ultraboost 4.0 dna running black/gold (fu7437), sz 8.0 - 10.0",https://www.ebay.com/p/24039798191?iid=223860916645&var=522603140660,160,0,Authenticity Guarantee,,,,adidas,Black,Ultra Boost,
"*new* mens adidas ultraboost 4.0 dna running black/gold (fu7437),size8.0 - 10.0",https://www.ebay.com/p/24039798191?iid=223860916645&var=522603140660,160,0,Authenticity Guarantee,,,,adidas,Black,,
"*new* mens adidas ultraboost chinese new year (f35231), sz 7 / 8",https://www.ebay.com/p/9039796459?iid=223532079226&var=522283949585,115,0,Authenticity Guarantee,,,,adidas,Black,Ultra Boost,
"*new* mens adidas ultraboost chinese new year (f35231),size7 / 8",https://www.ebay.com/p/9039796459?iid=223532079226&var=522283949585,115,0,Authenticity Guarantee,,,,adidas,Black,,
*new* men's air jordan 1 mid | black chile red white | size 13 | 554724 075 nwb,https://www.ebay.com/p/8045635696?iid=174946372984,159.95,0,Authenticity Guarantee,,http://www.ebay.com/usr/bmshoes?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,13
*new* new balance 999 lifestyle edition (burgundy/navy) size 9 - made in usa,https://www.ebay.com/itm/163999973114?hash=item262f28fefa:g:b9gAAOSwk1VfMI3O,150,15.3,Authenticity Guarantee,88vintage,https://www.ebay.com/usr/88vintage?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Red,900,9
*new* nike air jordan 1 low gym red black 553558 605 men's size 12 og colorway,https://www.ebay.com/itm/233973090959?epid=14042340914&_trkparms=ispr%3D1&hash=item3679e20a8f:g:kowAAOSw1GBgfLnH&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS22gQ6x0tansgdMn7HCckRMOxiEktj58cLcmReDS8AFj0AGszBiwV%252BRw6Ubb0AbbzxXbPXcE21NXXz5jvq5oL1KH3HbZpn%252FMu9s%252B9s40nRgfSv%252Ft%252BzGVOUb%252FYwoe3PFc96vQkAMbyZa%252F%252B1MtLAu%252B%252FjbP9yFNevqBgRh5urihuSYZHJBMYwQzCsIPAUTV%252FyjKJEWaOtCNIU9%252FpEIf2EQY0LoLK4inNSW%252B6GGaPKWQ4OXHlTa%252FA8mribpBY2mT5VQPhK5vjh1ru8LCQjvfjmUq%252FvB6ne4KSHAeNLw3xuH4FR4zlevGj2ulmCiz4s4NQAV4RWDXVersYAld2gUti5ecC7KxqZQw3Er5APMHRj5L6FsHPJPF3bfgNM8HzdWjkJMMt%252B3vA%252BQy0yoL494RMwDyOvg%252FUEZ%252B5iHDccVFDtrVxAYk2sCKdW1%252BW%252FAcNtUCdTk9lPeo7qNq1E3%252BSjFOSVZUATp3zIkcb%252BdN7zSkpuoinjS%252FkTlJLiqaHGTvgZLCOfVqcn5CqLEHNfbKoaIV6FrzKm36s71h%252Bc0heQX2p0Mdyg08gnkPQg7Rarc%252F2h7mxIUsRPwLqI%252Bn9pO%252BB9zerAYWsuBv%252BaZRGIVNxKeBvGAv8PJyIRdevp70iL27MHoWo9mdI%252FRsry791f7H%252FrSA50CcYWJDFizdgYku1qgm5NzWGv89raHMTfbFbEesfNJqqXq2%252FKlQ8tknNwuyV0%252FtBNnSOQix7V7U9VJsofXm%252BUrzzTFgJKob1JL3v1s3pkEBvCLDacCV%252F%252FC06j47L1oiZhgPOH09NYNYrP%252F6CM%252FVwyevxErII7gRoZYdXr1etbaLyIf%252B4%7Campid%3APL_CLK%7Cclp%3A2499334,154.99,14.25,Authenticity Guarantee,supersoilder,https://www.ebay.com/usr/supersoilder?_trksid=p2047675.l2559,98.8% Positive feedback,Air_Jordan,Red,,12
*new*adidas superstar- white w/ black stripes sz 8,https://www.ebay.com/itm/294413567523?hash=item448c6a8623:g:ER8AAOSwdyphS8Xu,65,8.49,,ky_auctionhunter,https://www.ebay.com/usr/ky_auctionhunter?_trksid=p2047675.l2559,100% Positive feedback,adidas,Black,Superstar,
*new*adidas superstar- white w/ black stripessize8,https://www.ebay.com/itm/294413567523?hash=item448c6a8623:g:ER8AAOSwdyphS8Xu,65,8.49,,ky_auctionhunter,https://www.ebay.com/usr/ky_auctionhunter?_trksid=p2047675.l2559,100% Positive feedback,adidas,Black,,
*nib* jordan zion 1 men's basketball shoes black/white/metallic gold size 13,https://www.ebay.com/p/18041216113?iid=203626961885,218.75,12,Authenticity Guarantee,,,,Air_Jordan,White,,13
*nike air jordan 1 low retro white gym red black (size 13) 553558 118 nwb,https://www.ebay.com/p/15045982245?iid=284434649388,139.97,0,Authenticity Guarantee,,,,Air_Jordan,White,,13
*no reserve* aime leon dore x new balance 550 navy blue sz 10 p550,https://www.ebay.com/p/21045635250?iid=174988426410,265.88,9.8,Authenticity Guarantee,,,,New_Balance,Blue,500,
*rare new men's adidas forum mid white light blue unc | size 10 | ho1679 retro,https://www.ebay.com/p/18048578816?iid=284378987174,129.97,0,Authenticity Guarantee,,,,adidas,Blue,Forumn,10
*ship now* in hand new adidas yeezy 450 cloud white 2021 h68038 size 9 kanye,https://www.ebay.com/p/14045638065?iid=304198494711,259.88,0,Authenticity Guarantee,,,,adidas,White,Yeezy,9
*ship soon* new jjjjound new balance 990v4 navy size 11 m990jj4 blue black,https://www.ebay.com/itm/304185589277?hash=item46d2dfbe1d:g:ZJUAAOSwWd9haN~G,358.88,0,Authenticity Guarantee,dxandbatista,,99.3% Positive feedback,New_Balance,Blue,900,11
???� air jordan 1 low se (size 13) dh1259-400 'denim blue jeans' sneakers ???�,https://www.ebay.com/itm/234240915047?epid=11050250344&_trkparms=ispr%3D1&hash=item3689d8b667:g:MPkAAOSwUKthW7PA&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS22gQ6x0tansgdMn7HCckRPtVaL0Xrn8MzOtaBeN%252BVu285%252FggrYNr2KZJVFWTbahXdFqhnmrwZxK6elDPTnmglrqwn5NeHJWknn2CnzuZZBceNwz%252BAyiAmBcJ4XYw83RYCzgrJzkbbJPr2MBZKTlXgZRaNm%252FkOeihjCmUDOjTJR26MDejo36K0q0vAdP52Obb8YPLkcYFw4Vqasw6cMeQJsm3qs3fzfj79HDFEN12O%252F1E1Vp12Vw2XwM%252B1dK9qx2xF7MzVgukEnObczA9Q1Q1iU41zbumcOB9Y0Lbc7nnbkkJLEellWSZKM4BXu4oxp3Ql6%252BXgH%252FQGUrIL9jU8%252BR5hg9NjkAbZMVLqrC20SC6JD%252BMu9wHgA5Nw6fm7kkDcatgYvF%252Fn9%252FpAqHh5pFsGByNVTjgfRguRtqcaog473ODmlkncA3IqvSAElk138O53%252FdxLokxJ95FyqfCkoP5o3C5T1srV82NkmNlII8gfeBvGKNO1hoD%252BFoEx8YAEFgSWlv1%252F5VJ3Q9xI%252Flb414S%252FNRfk1yLlVb6utrzt1T5gm4JZ1XC2e2UQobhgqV0jf5f4aw39LS3AMR2eIW8jmaqYOGcd%252Bl5HjefyJiPP4O8wERU96hJJcJRh0hm8XCzdM%252BAQDbiG2bhZJg6uz5aJCYYvq4Wp0PIJbAb%252BBH2A%252FHeHq4KejRXTDNMuGiX254ECGTPhHHH46UfoTNeRr1sQj7ykYVzNPVWbkqYu4UcHsn2wGv%252FKkHz4S89U%252FHZvkbtLb36BA4MmLUwtbJXUqn9%252FhNsDP8rEyfVUst6ewRM982PpxutEyLsnBrgdde8LiBu5bUSbEiM%7Cclp%3A2499334%7Ctkp%3ABFBMsKmyspVf,149.99,9.99,Authenticity Guarantee,kp-kickz,https://www.ebay.com/usr/kp-kickz?_trksid=p2047675.l2559,99.4% Positive feedback,Air_Jordan,White,,13
???� air jordan 1 mid metallic gold black white shoes nike gym dc1419700 size 11,https://www.ebay.com/p/11041669846?iid=284354308039,174.99,0,Authenticity Guarantee,,,,Air_Jordan,White,,11
???� nike air jordan retro 1 mid gym red black ps size 2.5 640734-122 brand new!,https://www.ebay.com/itm/164856192869?hash=item266231df65:g:VU8AAOSweARgldxK,105,5,Authenticity Guarantee,,,,Air_Jordan,Black,,
???� size 12 - air jordan 1 centre court black white dj2756 001 new,https://www.ebay.com/p/16048574366?iid=294430580809,120,9.3,Authenticity Guarantee,,http://www.ebay.com/usr/alstow0?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,12
???� size 5.5y/7w - jordan 1 mid se white black red spruce (gs) - �??in hand,https://www.ebay.com/itm/334081952763?hash=item4dc8d60bfb:g:hTgAAOSwtxRg9QoV,129.9,9.8,Authenticity Guarantee,dandan_noodles,https://www.ebay.com/usr/dandan_noodles?_trksid=p2047675.l2559,100% Positive feedback,Air_Jordan,Red,,
�??�?? air jordan 1 high retro 'black/metallic gold' - size 9 - ????????,https://www.ebay.com/p/21039803473?iid=384455120371,200,0,Authenticity Guarantee,,http://www.ebay.com/usr/highendsupplyy?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,9
???? nike air jordan 1 low white university red sz 8 new in box 553558-118 og,https://www.ebay.com/p/10045983278?iid=334134693238,134.5,0,Authenticity Guarantee,,,,Air_Jordan,Red,,
???? nike air jordan 1 mid chile red black white grey retro 554724-075 men size 13,https://www.ebay.com/p/8045635696?iid=265371135382,175,10.15,Authenticity Guarantee,,http://www.ebay.com/usr/mccomcccrys?_trksid=p2349526.m4383.c10,96.2% Positive feedback,Air_Jordan,Black,,13
???? nike air jordan 1 mid chile red black white grey retro 554724-075 men size 16,https://www.ebay.com/p/15045635355?iid=265371134601,175,10.15,Authenticity Guarantee,,,,Air_Jordan,White,,16
??�????�air jordan 5 retro raging bull toro bravo 2021 men's size 10.5 new???�,https://www.ebay.com/p/23044915519?iid=393627329321,239.99,12,Authenticity Guarantee,,,,Air_Jordan,Red,,10
???�???�new men's jordan maxin 200 basketball shoes in white/gym red/black size 9.5,https://www.ebay.com/p/19039801660?iid=353226276621,119,0,Authenticity Guarantee,,,,Air_Jordan,White,,9
???�???�new size 9.5 nike air jordan 1 mid td football cleats black white ar5604-001,https://www.ebay.com/p/16039798061?iid=184808539728,135,0,,,http://www.ebay.com/usr/allie426?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,9
�??�??air jordan 1 retro high white black volt gold gs (ready to ship)???�???�???�,https://www.ebay.com/itm/363553261719?hash=item54a5768897:g:PPsAAOSwYjhhTLyt,170,0,Authenticity Guarantee,,,,Air_Jordan,Black,,
"????jordan 13 gym red grey white size 10, order in hand.",https://www.ebay.com/itm/174752609454?hash=item28b01134ae:g:eMsAAOSwb7NgjIu-,199.99,7.99,Authenticity Guarantee,todd762010,https://www.ebay.com/usr/todd762010?_trksid=p2047675.l2559,100% Positive feedback,Air_Jordan,White,,10
????new air jordan 2 retro low �??white varsity red�?? men�??s size 9.,https://www.ebay.com/p/6039814952?iid=254755220819,399,10,,,,,Air_Jordan,White,,9
????nike air jordan 1 mid white black game royal men's sz 8.5 554724-140 new og,https://www.ebay.com/p/15048567689?iid=334187767984,174.5,0,Authenticity Guarantee,,,,Air_Jordan,White,,
???�2021 nike air jordan 1 mid black chile red white - men's 11.5 - 100% authentic,https://www.ebay.com/p/6045642035?iid=124922764711,144.98,0,Authenticity Guarantee,,,,Air_Jordan,White,,
???�air jordan 1 mid se (size 10) dc7294-600 'barcelona sweater' red ???�,https://www.ebay.com/itm/185117554069?hash=item2b19ddb595:g:ixgAAOSw~p1hb4OF,124.99,15.75,Authenticity Guarantee,cfo-duck-fan,https://www.ebay.com/usr/cfo-duck-fan?_trksid=p2047675.l2559,100% Positive feedback,Air_Jordan,White,,10
???�air jordan 1 mid se (size 10) dc7294-600 'barcelona sweater' red patent???�,https://www.ebay.com/itm/234239323871?hash=item3689c06edf:g:8GQAAOSwf3JhW7Hn,139.99,9.99,Authenticity Guarantee,kp-kickz,https://www.ebay.com/usr/kp-kickz?_trksid=p2047675.l2559,99.4% Positive feedback,Air_Jordan,White,,10
